"$RC_shield_offset [mm]","$ring2_voltage [kV]","Distance [mm]","Distance-250mm [mm]","Ez []","Distance-250mm [mm]","Ex []","Distance-250mm [mm]","Ey []"
10,0.45,385.502056,135.502056,731.059980901746,135.502056,0.684877672795838,135.502056,-60.1958210585057
10,0.45,386.25206,136.25206,686.277086303734,136.25206,0.756603264113973,136.25206,-58.1646881658999
10,0.45,387.002064,137.002064,641.494191705722,137.002064,0.828328855432115,137.002064,-56.1335552732941
10,0.45,387.752068,137.752068,600.590239844189,137.752068,2.76215902571014,137.752068,-52.7827155115402
10,0.45,388.502072,138.502072,570.637867071088,138.502072,7.07527356611073,138.502072,-50.4283648104505
10,0.45,389.252076,139.252076,538.962195896333,139.252076,6.52847328336363,139.252076,-44.4657162191843
10,0.45,390.00208,140.00208,507.286524721578,140.00208,5.98167300061652,140.00208,-38.503067627918
10,0.45,390.752084,140.752084,475.294234948366,140.752084,1.52843041133551,140.752084,-35.9836329309909
10,0.45,391.502088,141.502088,446.63410155687,141.502088,0.902577193365853,141.502088,-32.4137486741579
10,0.45,392.252092,142.252092,421.887429829505,142.252092,-0.00280127137174757,142.252092,-31.4014833043948
10,0.45,393.002096,143.002096,401.505795325016,143.002096,-1.28638999253567,143.002096,-30.0903641611888
10,0.45,393.7521,143.7521,378.487296275603,143.7521,0.280943724149234,143.7521,-30.2714553530394
10,0.45,394.502104,144.502104,360.126978192992,144.502104,0.282638453003087,144.502104,-27.8267466097008
10,0.45,395.252108,145.252108,341.76666011038,145.252108,0.284333181856944,145.252108,-25.3820378663622
10,0.45,396.002112,146.002112,323.406342027768,146.002112,0.286027910710801,146.002112,-22.9373291230235
10,0.45,396.752116,146.752116,305.881452770919,146.752116,-0.119630208870334,146.752116,-21.1561058850151
10,0.45,397.50212,147.50212,293.556016434562,147.50212,0.319584789616012,147.50212,-19.0337423119685
10,0.45,398.252124,148.252124,281.230580098205,148.252124,0.758799788102354,148.252124,-16.9113787389219
10,0.45,399.002128,149.002128,268.905143761848,149.002128,1.1980147865887,149.002128,-14.7890151658753
10,0.45,399.752132,149.752132,254.919155368978,149.752132,-0.693613026518663,149.752132,-13.3936756523898
10,0.45,400.502136,150.502136,246.106978012021,150.502136,-0.520599010196006,150.502136,-13.4581775665644
10,0.45,401.25214,151.25214,236.34029337004,151.25214,-1.38201679858232,151.25214,-12.0703775633231
10,0.45,402.002144,152.002144,224.107013970399,152.002144,0.22654804567887,152.002144,-12.2381808804864
10,0.45,402.752148,152.752148,215.761669765578,152.752148,0.0385213540198296,152.752148,-11.335066185032
10,0.45,403.502152,153.502152,207.416325560756,153.502152,-0.149505337639211,153.502152,-10.4319514895777
10,0.45,404.252156,154.252156,199.070981355934,154.252156,-0.337532029298249,154.252156,-9.52883679412334
10,0.45,405.00216,155.00216,190.725637151112,155.00216,-0.525558720957289,155.00216,-8.625722098669
10,0.45,405.752164,155.752164,182.38029294629,155.752164,-0.713585412616329,155.752164,-7.72260740321464
10,0.45,406.502168,156.502168,176.823315271857,156.502168,-0.440433702198435,156.502168,-7.08717758836696
10,0.45,407.252172,157.252172,170.633470863637,157.252172,-0.208514394984807,157.252172,-6.5033757207107
10,0.45,408.002176,158.002176,164.443626455418,158.002176,0.0234049122288037,158.002176,-5.91957385305449
10,0.45,408.75218,158.75218,158.253782047198,158.75218,0.255324219442415,158.75218,-5.33577198539828
10,0.45,409.502184,159.502184,151.878739081406,159.502184,0.340464866373478,159.502184,-5.02860220693055
10,0.45,410.252188,160.252188,145.814972586835,160.252188,0.398571591382649,160.252188,-4.64890352982671
10,0.45,411.002192,161.002192,139.824567730081,161.002192,0.457123254569284,161.002192,-4.20221675248018
10,0.45,411.752196,161.752196,133.834162873327,161.752196,0.515674917755919,161.752196,-3.75552997513365
10,0.45,412.5022,162.5022,127.803559497468,162.5022,-0.147218899114853,162.5022,-3.36688362124795
10,0.45,413.252204,163.252204,122.133912534991,163.252204,0.870092847624198,163.252204,-3.17708534208354
10,0.45,414.002208,164.002208,116.28634435191,164.002208,0.926214658035892,164.002208,-2.85656355870952
10,0.45,414.752212,164.752212,109.474359081869,164.752212,0.290181080384785,164.752212,-2.55367682530731
10,0.45,415.502216,165.502216,103.147596096365,165.502216,-0.413758260510409,165.502216,-2.53254943350189
10,0.45,416.25222,166.25222,97.2223890977622,166.25222,0.244684042179155,166.25222,-1.73792309215171
10,0.45,417.002224,167.002224,90.737201488624,167.002224,0.128993508493298,167.002224,-1.52615145345503
10,0.45,417.752228,167.752228,84.252013879486,167.752228,0.0133029748074428,167.752228,-1.31437981475836
10,0.45,418.502232,168.502232,77.8041814067011,168.502232,-0.149614615358162,168.502232,-0.963053028940139
10,0.45,419.252236,169.252236,71.1976837028973,169.252236,-0.133563949846478,169.252236,-0.945375620189237
10,0.45,420.00224,170.00224,64.3820825492421,170.00224,-0.199834369191642,170.00224,-0.801449085118965
10,0.45,420.752244,170.752244,58.9716931304168,170.752244,-0.316910484632961,170.752244,-0.900144614864396
10,0.45,421.502248,171.502248,53.5613037115916,171.502248,-0.433986600074279,171.502248,-0.998840144609825
10,0.45,422.252252,172.252252,47.6731153705913,172.252252,0.565933857789248,172.252252,-0.761841401246813
10,0.45,423.002256,173.002256,43.1256860755693,173.002256,0.389370635225496,173.002256,-1.0585373576352
10,0.45,423.75226,173.75226,38.5782567805472,173.75226,0.212807412661743,173.75226,-1.35523331402358
10,0.45,424.502264,174.502264,34.0308274855254,174.502264,0.0362441900979975,174.502264,-1.65192927041196
10,0.45,425.252268,175.252268,28.9648091035263,175.252268,-0.324118683341879,175.252268,-0.808435055701894
10,0.45,426.002272,176.002272,26.0939256677781,176.002272,-0.0420633698728786,176.002272,-0.61319282742096
10,0.45,426.752276,176.752276,23.2230422320299,176.752276,0.239991943596123,176.752276,-0.417950599140027
10,0.45,427.50228,177.50228,20.3521587962817,177.50228,0.522047257065123,177.50228,-0.222708370859093
10,0.45,428.252284,178.252284,17.4812753605335,178.252284,0.804102570534124,178.252284,-0.0274661425781592
10,0.45,429.002288,179.002288,15.7216323556176,179.002288,-0.519383917281349,179.002288,-0.244948780442614
10,0.45,429.752292,179.752292,14.2417681668474,179.752292,-0.70881138951911,179.752292,-0.146997639934058
10,0.45,430.502296,180.502296,12.588849351651,180.502296,-0.326095862627775,180.502296,0.205935840529517
10,0.45,431.2523,181.2523,10.107936717338,181.2523,-0.0359267088035651,181.2523,-0.447160722127554
10,0.45,432.002304,182.002304,8.94209221292088,182.002304,-0.0395259008019855,182.002304,-0.362091542190798
10,0.45,432.752308,182.752308,7.93503260423862,182.752308,0.376756108041034,182.752308,-0.0674887084475375
10,0.45,433.502312,183.502312,6.6771572600097,183.502312,0.264631613858712,183.502312,-0.0177149512076113
10,0.45,434.252316,184.252316,5.41928191578078,184.252316,0.152507119676391,184.252316,0.0320588060323154
10,0.45,435.00232,185.00232,4.51104331048948,185.00232,0.0327975593856571,185.00232,0.043135018268538
10,0.45,435.752324,185.752324,4.13799279133657,185.752324,-0.0167885760153745,185.752324,0.0350283998083397
10,0.45,436.502328,186.502328,3.76494227218365,186.502328,-0.066374711416406,186.502328,0.0269217813481413
10,0.45,437.252332,187.252332,3.3196465283262,187.252332,-0.022825545474317,187.252332,0.0815412052518666
10,0.45,438.002336,188.002336,2.87542165782237,188.002336,-0.0158524736465482,188.002336,0.123300209110952
10,0.45,438.75234,188.75234,2.64991279318041,188.75234,-0.214977449597401,188.75234,0.23831476114589
10,0.45,439.502344,189.502344,2.03678711001797,189.502344,0.104879538009288,189.502344,-0.114522399682979
10,0.45,440.252348,190.252348,1.90912755111545,190.252348,0.0615368368712869,190.252348,0.0916088492615162
10,0.45,441.002352,191.002352,1.63041779142047,191.002352,0.0708550264479296,191.002352,-0.0563911651840521
10,0.45,441.752356,191.752356,1.41820024711351,191.752356,0.043914816961189,191.752356,-0.0380187207834662
10,0.45,442.50236,192.50236,1.20598270280655,192.50236,0.0169746074744483,192.50236,-0.0196462763828803
10,0.45,443.252364,193.252364,0.993765158499591,193.252364,-0.00996560201229236,193.252364,-0.00127383198229442
10,0.45,444.002368,194.002368,0.78154761419263,194.002368,-0.036905811499033,194.002368,0.0170986124182914
10,0.45,444.752372,194.752372,0.739643736494668,194.752372,0.00235359888165075,194.752372,-0.0145775195791483
10,0.45,445.502376,195.502376,0.64793428457745,195.502376,0.00833790518709632,195.502376,-0.00964991554959016
10,0.45,446.25238,196.25238,0.584146627941641,196.25238,-0.00359622099822405,196.25238,0.0041950884787219
10,0.45,447.002384,197.002384,0.510165328259818,197.002384,0.00627719633936354,197.002384,0.00715629617691348
10,0.45,447.752388,197.752388,0.425258979622969,197.752388,0.0061010471583296,197.752388,0.00406799221827533
10,0.45,448.502392,198.502392,0.372395901408545,198.502392,0.00367037982060394,198.502392,-0.00164683423016978
10,0.45,449.252396,199.252396,0.319532823194122,199.252396,0.00123971248287831,199.252396,-0.00736166067861492
10,0.45,450.0024,200.0024,0.264852217283738,200.0024,5.37462471845995e-05,200.0024,-0.00457559024509156
10,0.45,450.752404,200.752404,0.237637742449582,200.752404,-0.000620317887713316,200.752404,-0.00388488574706909
10,0.45,451.502408,201.502408,0.210423267615427,201.502408,-0.00129438202261124,201.502408,-0.00319418124904662
10,0.45,452.252412,202.252412,0.185040412956288,202.252412,-0.00193014761580891,202.252412,0.00265500858146776
10,0.45,453.002416,203.002416,0.157006089722526,203.002416,-0.00118660880897739,203.002416,0.000470564131631462
10,0.45,453.75242,203.75242,0.128039793772027,203.75242,-0.00932167768638245,203.75242,-0.0054988125973434
10,0.45,454.502424,204.502424,0.11587323917231,204.502424,-0.0070749475030728,204.502424,-0.00672085195280671
10,0.45,455.252428,205.252428,0.10127571172492,205.252428,-0.00598608138179801,205.252428,-7.75287440466583e-05
10,0.45,456.002432,206.002432,0.0881766530780415,206.002432,-0.00428641002245296,206.002432,0.000654371481272717
10,0.45,456.752436,206.752436,0.075077594431163,206.752436,-0.00258673866310791,206.752436,0.00138627170659209
10,0.45,457.50244,207.50244,0.0619785357842845,207.50244,-0.000887067303762866,207.50244,0.00211817193191147
10,0.45,458.252444,208.252444,0.057869691125074,208.252444,-0.00063767914981395,208.252444,-0.0038806978460201
10,0.45,459.002448,209.002448,0.0495548539022106,209.002448,-0.000499237672148469,209.002448,-0.00249870342276791
10,0.45,459.752452,209.752452,0.0376188234477617,209.752452,-0.00013404734887436,209.752452,-0.00241835388164605
10,0.45,460.502456,210.502456,0.0340837328295476,210.502456,-0.000173221061301433,210.502456,-0.00181656039584015
10,0.45,461.25246,211.25246,0.0308355351129138,211.25246,-0.00230884701850673,211.25246,-4.04745747439666e-06
10,0.45,462.002464,212.002464,0.0272293602110614,212.002464,-0.00203206816166876,212.002464,0.000523419908893208
10,0.45,462.752468,212.752468,0.0236231853092091,212.752468,-0.00175528930483079,212.752468,0.00105088727526081
10,0.45,463.502472,213.502472,0.0200170104073568,213.502472,-0.00147851044799282,213.502472,0.00157835464162842
10,0.45,464.252476,214.252476,0.0164108355055044,214.252476,-0.00120173159115485,214.252476,0.00210582200799602
10,0.45,465.00248,215.00248,0.0172321138195487,215.00248,0.000319889715157161,215.00248,-1.65031911399374e-05
10,0.45,465.752484,215.752484,0.0121260771472378,215.752484,0.000369552826737691,215.752484,-0.00018192825150298
10,0.45,466.502488,216.502488,0.0115555794525298,216.502488,0.000255145813133495,216.502488,0.00124531236234156
10,0.45,467.252492,217.252492,0.00991630749425691,217.252492,0.000197095964969288,217.252492,0.000546027275089215
10,0.45,468.002496,218.002496,0.00863283810196887,218.002496,0.000298617500093716,218.002496,0.000310273340679479
10,0.45,468.7525,218.7525,0.0074132124488189,218.7525,0.000498181301680424,218.7525,0.000119419591653322
10,0.45,469.502504,219.502504,0.00619358679566893,219.502504,0.000697745103267131,219.502504,-7.14341573728351e-05
10,0.45,470.252508,220.252508,0.004753247097008,220.252508,-0.000152894052675227,220.252508,2.7431425353551e-05
10,0.45,471.002512,221.002512,0.00436175657095897,221.002512,-0.000138132364438525,221.002512,-4.36183013195533e-05
10,0.45,471.752516,221.752516,0.00398662964135649,221.752516,-0.000207368620193267,221.752516,-8.28338016709299e-05
10,0.45,472.50252,222.50252,0.00361131367948814,222.50252,-0.000297666431838846,222.50252,-0.0001163608650554
10,0.45,473.252524,223.252524,0.00320734907185337,223.252524,-0.000253408791711423,223.252524,-0.000190502993992306
10,0.45,474.002528,224.002528,0.00263509097503868,224.002528,-0.000148683392356558,224.002528,-7.0723749422745e-05
10,0.45,474.752532,224.752532,0.00228281801495347,224.752532,-8.40639742867936e-05,224.752532,-6.07998718385045e-05
10,0.45,475.502536,225.502536,0.00193054505486827,225.502536,-1.94445562170291e-05,225.502536,-5.08759942542641e-05
10,0.45,476.25254,226.25254,0.00157827209478306,226.25254,4.51748618527354e-05,226.25254,-4.09521166700236e-05
10,0.45,477.002544,227.002544,0.00138351841575625,227.002544,6.33521813041472e-05,227.002544,-5.48850380220495e-05
10,0.45,477.752548,227.752548,0.00123778924460642,227.752548,7.42324516341555e-05,227.752548,-4.71268346937878e-05
10,0.45,478.502552,228.502552,0.0010920600734566,228.502552,8.51127219641639e-05,228.502552,-3.93686313655261e-05
10,0.45,479.252556,229.252556,0.000946330902306778,229.252556,9.59929922941722e-05,229.252556,-3.16104280372643e-05
10,0.45,480.00256,230.00256,0.000800601731156957,230.00256,0.000106873262624181,230.00256,-2.38522247090026e-05
10,0.45,480.752564,230.752564,0.000654872560007135,230.752564,0.000117753532954189,230.752564,-1.60940213807409e-05
10,0.45,481.502568,231.502568,0.00059252221394137,231.502568,-6.14910330923059e-05,231.502568,2.2042962223769e-05
10,0.45,482.252572,232.252572,0.000543774880927847,232.252572,8.08483828202393e-06,232.252572,2.59222552369065e-05
10,0.45,483.002576,233.002576,0.000492685323506268,233.002576,3.05186757674807e-06,233.002576,4.19004426178209e-05
10,0.45,483.75258,233.75258,0.000441595766084689,233.75258,-1.98110312852779e-06,233.75258,5.78786299987352e-05
10,0.45,484.502584,234.502584,0.000324937648559688,234.502584,3.68392470259888e-07,234.502584,-1.24949311050177e-05
10,0.45,485.252588,235.252588,0.000285314791571397,235.252588,5.06596190832179e-07,235.252588,-9.43775429060395e-06
10,0.45,486.002592,236.002592,0.000245691934583106,236.002592,6.44799911404459e-07,236.002592,-6.38057747619021e-06
10,0.45,486.752596,236.752596,0.000209895896460809,236.752596,4.80571985417822e-06,236.752596,8.2976264643685e-06
10,0.45,487.5026,237.5026,0.000164087714656787,237.5026,1.40322229096865e-06,237.5026,5.1497224633431e-06
10,0.45,488.252604,238.252604,0.0001489940500753,238.252604,5.43722960368918e-07,238.252604,2.31740444613568e-06
10,0.45,489.002608,239.002608,0.000135435473234147,239.002608,-3.84649106504594e-07,239.002608,-1.00579261815161e-06
10,0.45,489.752612,239.752612,0.000120030583409717,239.752612,-8.56951796767273e-07,239.752612,-1.07677944496121e-06
10,0.45,490.502616,240.502616,0.000112415099983683,240.502616,2.13866537501049e-07,240.502616,-4.98074526615339e-06
10,0.45,491.25262,241.25262,9.9443017061605e-05,241.25262,-4.78047995497431e-06,241.25262,-4.40106703309752e-06
10,0.45,492.002624,242.002624,7.88351189654608e-05,242.002624,-5.77543216418266e-07,242.002624,3.2688915914308e-06
10,0.45,492.752628,242.752628,6.94560915987438e-05,242.752628,-3.06661685849268e-06,242.752628,2.11759622731905e-06
10,0.45,493.502632,243.502632,6.12856986286221e-05,243.502632,-4.0681295446192e-06,243.502632,2.12925504543681e-06
10,0.45,494.252636,244.252636,5.31153056585004e-05,244.252636,-5.06964223074573e-06,244.252636,2.14091386355458e-06
10,0.45,495.00264,245.00264,4.28367574718055e-05,245.00264,-1.1169146008969e-06,245.00264,7.81937774662758e-07
10,0.45,495.752644,245.752644,3.50377795024502e-05,245.752644,-1.52031590392002e-06,245.752644,4.20459793306515e-07
10,0.45,496.502648,246.502648,3.05896514377734e-05,246.502648,-1.28112408075735e-06,246.502648,-2.3473000411984e-07
10,0.45,497.252652,247.252652,2.79174821796907e-05,247.252652,-1.0462651108914e-06,247.252652,-8.81039216529211e-07
10,0.45,498.002656,248.002656,2.52453129216079e-05,248.002656,-8.11406141025453e-07,248.002656,-1.52734842893858e-06
10,0.45,498.75266,248.75266,2.20657425250434e-05,248.75266,-1.71737428038504e-07,248.75266,-1.19752147821088e-06
10,0.45,499.502664,249.502664,1.90616406149695e-05,249.502664,3.43135145782956e-07,249.502664,-1.11122211394665e-06
10,0.45,500.252668,250.252668,1.60575387048955e-05,250.252668,8.58007719604436e-07,250.252668,-1.02492274968242e-06
10,0.45,501.002672,251.002672,1.24473246437363e-05,251.002672,-4.32859147416694e-07,251.002672,3.16140251717659e-07
10,0.45,501.752676,251.752676,1.16007438416441e-05,251.752676,-3.61461494468839e-07,251.752676,3.10960672397567e-07
10,0.45,502.50268,252.50268,1.05560112458161e-05,252.50268,-6.25051777228255e-07,252.50268,6.61883895154443e-07
10,0.45,503.252684,253.252684,9.26154160535037e-06,253.252684,-3.57535187770507e-07,253.252684,7.32961780368776e-07
10,0.45,504.002688,254.002688,7.57337551200057e-06,254.002688,3.40049000232558e-08,254.002688,-1.6354100489832e-07
10,0.45,504.752692,254.752692,6.74808592115952e-06,254.752692,1.73817417109472e-07,254.752692,3.94528156084458e-08
10,0.45,505.502696,255.502696,5.79324954812442e-06,255.502696,1.67592894875866e-07,255.502696,1.46634802932578e-07
10,0.45,506.2527,256.2527,4.76003689608413e-06,256.2527,5.50209843698882e-08,256.2527,1.73188372556169e-07
10,0.45,507.002704,257.002704,4.10009278686526e-06,257.002704,5.94946866146959e-08,257.002704,3.67529238265448e-08
10,0.45,507.752708,257.752708,3.56586018753481e-06,257.752708,4.79358095669311e-08,257.752708,8.44972640955722e-09
10,0.45,508.502712,258.502712,3.03162758820432e-06,258.502712,3.63769325191655e-08,258.502712,-1.98534710074325e-08
10,0.45,509.252716,259.252716,2.49739498887387e-06,259.252716,2.48180554714008e-08,259.252716,-4.81566684244199e-08
10,0.45,510.00272,260.00272,2.31904606397899e-06,260.00272,-1.88224588072458e-08,260.00272,-2.89667350307677e-08
10,0.45,510.752724,260.752724,2.10175991133623e-06,260.752724,-5.12759721602451e-08,260.752724,-3.92158047463173e-08
10,0.45,511.502728,261.502728,1.88447375869345e-06,261.502728,-8.37294855132468e-08,261.502728,-4.94648744618677e-08
10,0.45,512.252732,262.252732,1.66942077805186e-06,262.252732,-1.0840860842416e-07,262.252732,-6.50519909905949e-08
10,0.45,513.002736,263.002736,1.36140862243158e-06,263.002736,-4.91781688746841e-08,263.002736,-9.28746786508057e-09
10,0.45,513.75274,263.75274,1.18083468887443e-06,263.75274,-6.49810838848223e-08,263.75274,2.73123731229366e-08
10,0.45,514.502744,264.502744,8.87720254856232e-07,264.502744,5.45572640601076e-08,264.502744,-4.44949150590576e-08
10,0.45,515.252748,265.252748,8.29648505628982e-07,265.252748,-6.08510734306946e-08,265.252748,1.57884344347511e-08
10,0.45,516.002752,266.002752,7.50115718286425e-07,266.002752,-4.46258599516088e-08,266.002752,2.5972848581212e-08
10,0.45,516.752756,266.752756,6.70582930943874e-07,266.752756,-2.84006464725242e-08,266.752756,3.61572627276721e-08
10,0.45,517.50276,267.50276,5.78021728441517e-07,267.50276,-2.15316967026302e-08,267.50276,1.56170984612389e-08
10,0.45,518.252764,268.252764,4.93723378400478e-07,268.252764,-8.9443554787118e-09,268.252764,1.33572057920776e-08
10,0.45,519.002768,269.002768,4.06367412882852e-07,269.002768,3.88130315993439e-09,269.002768,1.0913703324905e-08
10,0.45,519.752772,269.752772,3.1366055384798e-07,269.752772,-6.54924841666168e-09,269.752772,-8.23919010914248e-10
10,0.45,520.502776,270.502776,3.01362220147706e-07,270.502776,-5.81011896896254e-09,270.502776,-8.0113089113946e-09
10,0.45,521.25278,271.25278,2.72585280086174e-07,271.25278,-7.610262439447e-09,271.25278,-1.26075795439239e-08
10,0.45,522.002784,272.002784,2.4380834002464e-07,272.002784,-9.41040590993159e-09,272.002784,-1.72038501764536e-08
10,0.45,522.752788,272.752788,2.25859642388534e-07,272.752788,-1.49034309430974e-10,272.752788,-4.00837487420546e-08
10,0.45,523.502792,273.502792,1.77955024224614e-07,273.502792,2.23288346907375e-09,273.502792,-3.12081710725992e-09
10,0.45,524.252796,274.252796,1.48108116987169e-07,274.252796,-3.19125332468067e-09,274.252796,-3.66502060144736e-09
10,0.45,525.0028,275.0028,1.24857259180491e-07,275.0028,1.40114387182274e-09,275.0028,-4.97147755510004e-09
10,0.45,525.752804,275.752804,1.11141193349067e-07,275.752804,3.7259745715178e-10,275.752804,-3.70767859771367e-09
10,0.45,526.502808,276.502808,9.7425127517641e-08,276.502808,-6.5594895751925e-10,276.502808,-2.44387964032721e-09
10,0.45,527.252812,277.252812,8.37090616862163e-08,277.252812,-1.6844953721902e-09,277.252812,-1.18008068294085e-09
10,0.45,528.002816,278.002816,6.99929958547906e-08,278.002816,-2.71304178686123e-09,278.002816,8.37182744456067e-11
10,0.45,528.75282,278.75282,6.4359857930548e-08,278.75282,1.01851168221425e-09,278.75282,-2.14670607534084e-10
10,0.45,529.502824,279.502824,5.01010265542411e-08,279.502824,2.16056898188108e-09,279.502824,-1.58879579213919e-09
10,0.45,530.252828,280.252828,4.51687864059175e-08,280.252828,1.77700118159608e-09,280.252828,-1.1680969220112e-09
10,0.45,531.002832,281.002832,4.02365462575934e-08,281.002832,1.39343338131105e-09,281.002832,-7.47398051883186e-10
10,0.45,531.752836,281.752836,3.53043061092697e-08,281.752836,1.00986558102605e-09,281.752836,-3.26699181755201e-10
10,0.45,532.50284,282.50284,3.03720659609457e-08,282.50284,6.26297780741015e-10,282.50284,9.39996883728163e-11
10,0.45,533.252844,283.252844,2.74409568715603e-08,283.252844,-1.48622595535953e-09,283.252844,-1.11991274921841e-09
10,0.45,534.002848,284.002848,2.2207338439206e-08,284.002848,8.88263949775812e-10,284.002848,-8.54277869415108e-10
10,0.45,534.752852,284.752852,1.82164195959582e-08,284.752852,-1.23693857679934e-09,284.752852,9.81058912998914e-11
10,0.45,535.502856,285.502856,1.66238932727839e-08,285.502856,-8.83407076833853e-10,285.502856,4.02625833621593e-10
10,0.45,536.25286,286.25286,1.50313669496097e-08,286.25286,-5.29875576868395e-10,286.25286,7.07145775943273e-10
10,0.45,537.002864,287.002864,1.31405080191831e-08,287.002864,-3.30339847408659e-10,287.002864,4.07286072842522e-10
10,0.45,537.752868,287.752868,1.13393726069168e-08,287.752868,-4.33820200235522e-11,287.752868,3.07192939689607e-10
10,0.45,538.502872,288.502872,9.53823719465062e-09,288.502872,2.43575807361555e-10,288.502872,2.07099806536692e-10
10,0.45,539.252876,289.252876,7.73710178238427e-09,289.252876,5.30533634746683e-10,289.252876,1.0700667338377e-10
10,0.45,540.00288,290.00288,7.69249495649294e-09,290.00288,-5.92445767894159e-11,290.00288,-1.00242431416318e-12
10,0.45,540.752884,290.752884,5.74841241125588e-09,290.752884,-3.8619240202778e-10,290.752884,-6.9270301797456e-11
10,0.45,541.502888,291.502888,5.22580646993841e-09,291.502888,-2.77517611022568e-10,291.502888,-1.05351858004917e-10
10,0.45,542.252892,292.252892,4.70320052862092e-09,292.252892,-1.68842820017349e-10,292.252892,-1.41433414212381e-10
10,0.45,543.002896,293.002896,4.18059458730345e-09,293.002896,-6.01680290121375e-11,293.002896,-1.77514970419842e-10
10,0.45,543.7529,293.7529,3.7423944469949e-09,293.7529,7.83892837098145e-11,293.7529,-3.97187958054001e-10
10,0.45,544.502904,294.502904,3.0860328094429e-09,294.502904,1.81879634140716e-10,294.502904,-2.13238705235759e-10
10,0.45,545.252908,295.252908,2.42967117189086e-09,295.252908,2.85369984571626e-10,295.252908,-2.9289452417504e-11
10,0.45,546.002912,296.002912,2.484650267349e-09,296.002912,-1.31760719695322e-11,296.002912,-1.27446294432021e-11
10,0.45,546.752916,296.752916,1.99849329372452e-09,296.752916,-2.13171976775762e-10,296.752916,1.75379118599088e-10
10,0.45,547.50292,297.50292,1.80584670768055e-09,297.50292,-1.71426977648499e-10,297.50292,2.30921502228219e-10
10,0.45,548.252924,298.252924,1.35653612344662e-09,298.252924,1.49883057900583e-10,298.252924,-8.4167645717537e-11
10,0.45,549.002928,299.002928,1.22277541458297e-09,299.002928,1.08181039165e-10,299.002928,-5.28695766317486e-11
10,0.45,549.752932,299.752932,1.08901470571932e-09,299.752932,6.64790204294141e-11,299.752932,-2.15715075459578e-11
10,0.45,550.502936,300.502936,9.5525399685567e-10,300.502936,2.47770016938314e-11,300.502936,9.72656153983057e-12
10,0.45,551.25294,301.25294,8.21493287992013e-10,301.25294,-1.69250170417544e-11,301.25294,4.10246306256213e-11
10,0.45,552.002944,302.002944,6.87732579128367e-10,302.002944,-5.86270357773371e-11,302.002944,7.23226997114097e-11
10,0.45,552.752948,302.752948,5.53971870264711e-10,302.752948,-1.00329054512923e-10,302.752948,1.036207687972e-10
10,0.45,553.502952,303.502952,4.67823030702146e-10,303.502952,-7.1462833202716e-11,303.502952,6.55793440517943e-11
10,0.45,554.252956,304.252956,4.57738055420006e-10,304.252956,2.9270726823312e-12,304.252956,-1.83262812120227e-11
10,0.45,555.00296,305.00296,3.58139540569348e-10,305.00296,2.23869742626153e-11,305.00296,1.7876811015848e-11
10,0.45,555.752964,305.752964,3.24540853651502e-10,305.752964,1.81968610305847e-11,305.752964,1.42784778724669e-11
10,0.45,556.502968,306.502968,2.90942166733658e-10,306.502968,1.40067477985544e-11,306.502968,1.06801447290861e-11
10,0.45,557.252972,307.252972,2.57343479815812e-10,307.252972,9.81663456652379e-12,307.252972,7.08181158570498e-12
10,0.45,558.002976,308.002976,2.23744792897968e-10,308.002976,5.62652133449348e-12,308.002976,3.48347844232415e-12
10,0.45,558.75298,308.75298,1.90146105980122e-10,308.75298,1.43640810246286e-12,308.75298,-1.14854701056944e-13
10,0.45,559.502984,309.502984,1.56547419062278e-10,309.502984,-2.75370512956745e-12,309.502984,-3.71318784443777e-12
10,0.45,560.252988,310.252988,1.22948732144432e-10,310.252988,-6.94381836159807e-12,310.252988,-7.31152098781887e-12
10,0.45,561.002992,311.002992,1.27032511079324e-10,311.002992,-2.98159938879996e-12,311.002992,2.45973674586431e-12
10,0.45,561.752996,311.752996,1.13152795008193e-10,311.752996,-3.42067076554067e-12,311.752996,-2.01256194209965e-12
10,0.45,562.503,312.503,7.97110480998995e-11,312.503,2.26847855559797e-12,312.503,1.49249262544139e-12
10,0.45,563.253004,313.253004,7.31694119606087e-11,313.253004,2.21088026550886e-12,313.253004,-3.18449491083225e-14
10,0.45,564.003008,314.003008,6.66277758213184e-11,314.003008,2.15328197541976e-12,314.003008,-1.55618252365793e-12
10,0.45,564.753012,314.753012,5.95347965463673e-11,314.753012,2.03179143633195e-13,314.753012,-1.72253491891294e-12
10,0.45,565.503016,315.503016,5.24624588604532e-11,315.503016,-1.5672868376872e-12,315.503016,-2.00710436923117e-12
10,0.45,566.25302,316.25302,4.65847709578116e-11,316.25302,-5.19590086235574e-12,316.25302,-4.84113423799904e-12
10,0.45,567.003024,317.003024,3.73248373696545e-11,317.003024,1.49705292052507e-13,317.003024,-2.33825835894604e-12
10,0.45,567.753028,317.753028,2.88188701625506e-11,317.753028,1.17664537628505e-12,317.753028,-1.03417777810393e-12
10,0.45,568.503032,318.503032,2.61080245372345e-11,318.503032,-1.03528953177852e-12,318.503032,-5.81617599516017e-13
10,0.45,569.253036,319.253036,2.39891640925716e-11,319.253036,-7.67386826112342e-13,319.253036,2.09654764044802e-13
10,0.45,570.00304,320.00304,2.11607320110455e-11,320.00304,-5.27141172943166e-13,320.00304,-8.92258102410394e-14
10,0.45,570.753044,320.753044,1.85193615952524e-11,320.753044,-2.34847120570969e-13,320.753044,-1.78501066412381e-14
