"$ring2_voltage [kV]","Distance [mm]","Distance-250mm [mm]","Ez []","Distance-250mm [mm]","Ex []","Distance-250mm [mm]","Ey []"
0.45,196.501048,-53.498952,23864.3293670423,-53.498952,75.005105820311,-53.498952,-47.0000662514322
0.45,197.251052,-52.748948,24150.5741961769,-52.748948,57.8324242728756,-52.748948,-58.1149811102739
0.45,198.001056,-51.998944,24449.3155130176,-51.998944,34.5168874742573,-51.998944,-32.1410006737185
0.45,198.75106,-51.24894,24739.9316619815,-51.24894,19.3984809103693,-51.24894,-23.8903946527628
0.45,199.501064,-50.498936,25030.5478109453,-50.498936,4.28007434648135,-50.498936,-15.6397886318071
0.45,200.251068,-49.748932,25321.1639599092,-49.748932,-10.8383322174066,-49.748932,-7.38918261085136
0.45,201.001072,-48.998928,25376.9031121936,-48.998928,-4.7839180944159,-48.998928,-3.27881886870789
0.45,201.751076,-48.248924,25635.854458317,-48.248924,-9.77457509965029,-48.248924,-67.4622916778568
0.45,202.50108,-47.49892,25765.1441028037,-47.49892,1.30395125704587,-47.49892,-42.3767400433788
0.45,203.251084,-46.748916,25894.4337472903,-46.748916,12.382477613742,-46.748916,-17.2911884089008
0.45,204.001088,-45.998912,26023.723391777,-45.998912,23.4610039704386,-45.998912,7.79436322557815
0.45,204.751092,-45.248908,26116.0703130319,-45.248908,38.3939212518404,-45.248908,-24.3174568777033
0.45,205.501096,-44.498904,26223.8531513482,-44.498904,40.0391821836087,-44.498904,-7.65830201484695
0.45,206.2511,-43.7489,26213.8554473159,-43.7489,21.7539260938011,-43.7489,-5.86306845632856
0.45,207.001104,-42.998896,26336.818603775,-42.998896,22.6836873905521,-42.998896,-16.3238329996785
0.45,207.751108,-42.248892,26326.8648090142,-42.248892,30.0681267094979,-42.248892,3.96512206548524
0.45,208.501112,-41.498888,26341.7497297041,-41.498888,23.6458307720679,-41.498888,-16.5930389201644
0.45,209.251116,-40.748884,26339.4237372853,-40.748884,23.6924667957763,-40.748884,-11.9769666985797
0.45,210.00112,-39.99888,26337.0977448664,-39.99888,23.7391028194847,-39.99888,-7.360894476995
0.45,210.751124,-39.248876,26334.7717524476,-39.248876,23.7857388431931,-39.248876,-2.74482225541031
0.45,211.501128,-38.498872,26332.4457600288,-38.498872,23.8323748669015,-38.498872,1.87124996617406
0.45,212.251132,-37.748868,26230.5447135362,-37.748868,17.9240254128125,-37.748868,1.41487961117417
0.45,213.001136,-36.998864,26148.2611513963,-36.998864,20.4393471049192,-36.998864,4.79705225965389
0.45,213.75114,-36.24886,26065.9775892564,-36.24886,22.9546687970259,-36.24886,8.17922490813359
0.45,214.501144,-35.498856,25986.20598373,-35.498856,25.4646363196829,-35.498856,-3.06180648433774
0.45,215.251148,-34.748852,25891.3624418056,-34.748852,17.7678312555448,-34.748852,1.49570358408834
0.45,216.001152,-33.998848,25801.4889129696,-33.998848,16.3355174953249,-33.998848,-8.815071270986
0.45,216.751156,-33.248844,25687.0699673629,-33.248844,9.86505049714368,-33.248844,-16.5529356855602
0.45,217.50116,-32.49884,25557.1762141626,-32.49884,4.35677412371214,-32.49884,-13.933446485816
0.45,218.251164,-31.748836,25423.984686717,-31.748836,-0.0980575247817721,-31.748836,-13.4018431148624
0.45,219.001168,-30.998832,25294.8314039686,-30.998832,1.52954023749936,-30.998832,-12.1100606230281
0.45,219.751172,-30.248828,25175.3033126546,-30.248828,4.90964272497546,-30.248828,-9.79198100998608
0.45,220.501176,-29.498824,25005.3491304113,-29.498824,12.1283980127007,-29.498824,-6.73704176587335
0.45,221.25118,-28.74882,24837.480663656,-28.74882,21.7815660536346,-28.74882,-2.01165664281323
0.45,222.001184,-27.998816,24690.1638468645,-27.998816,7.20176686162559,-27.998816,-14.3776255771811
0.45,222.751188,-27.248812,24513.4136572173,-27.248812,5.08835373603124,-27.248812,-6.42717294724545
0.45,223.501192,-26.498808,24336.66346757,-26.498808,2.9749406104369,-26.498808,1.52327968269016
0.45,224.251196,-25.748804,24170.2091230783,-25.748804,10.053377790718,-25.748804,-7.31508975686866
0.45,225.0012,-24.9988,24002.2274155102,-24.9988,14.387557196559,-24.9988,-11.0667144062941
0.45,225.751204,-24.248796,23805.2380040426,-24.248796,1.77122436971941,-24.248796,-7.65410866732353
0.45,226.501208,-23.498792,23624.3176508234,-23.498792,5.18633361965096,-23.498792,-8.06800695976671
0.45,227.251212,-22.748788,23432.201593191,-22.748788,6.24933600814099,-22.748788,-8.83802081901722
0.45,228.001216,-21.998784,23240.0855355586,-21.998784,7.31233839663102,-21.998784,-9.60803467826767
0.45,228.75122,-21.24878,23042.486771274,-21.24878,9.36007087320867,-21.24878,-9.78438498283001
0.45,229.501224,-20.498776,22846.7195087929,-20.498776,9.65695721276701,-20.498776,-11.7354932239399
0.45,230.251228,-19.748772,22648.248966056,-19.748772,7.98543801537479,-19.748772,-13.327077753362
0.45,231.001232,-18.998768,22442.5539648458,-18.998768,3.17885922851204,-18.998768,-14.0504033182017
0.45,231.751236,-18.248764,22242.3532229674,-18.248764,5.17237376047483,-18.248764,-14.4383754747342
0.45,232.50124,-17.49876,22038.1775540729,-17.49876,4.23472432614746,-17.49876,-13.0905465920619
0.45,233.251244,-16.748756,21832.2680167523,-16.748756,4.45313762122724,-16.748756,-13.0808580147908
0.45,234.001248,-15.998752,21626.3584794317,-15.998752,4.67155091630706,-15.998752,-13.0711694375197
0.45,234.751252,-15.248748,21418.2899995514,-15.248748,4.41023517108318,-15.248748,-13.1655623266084
0.45,235.501256,-14.498744,21209.5869963684,-14.498744,4.15264069758837,-14.498744,-13.2061058115617
0.45,236.25126,-13.74874,21001.0835337683,-13.74874,4.10813316884763,-13.74874,-13.7658752626716
0.45,237.001264,-12.998736,20792.2222454149,-12.998736,3.94040795563435,-12.998736,-13.8254856846269
0.45,237.751268,-12.248732,20582.8307458439,-12.248732,3.59337561744701,-12.248732,-14.4292408055686
0.45,238.501272,-11.498728,20372.6134379937,-11.498728,3.6142507559996,-11.498728,-14.7058908597958
0.45,239.251276,-10.748724,20164.374956368,-10.748724,3.25582793029496,-10.748724,-15.2352449377494
0.45,240.00128,-9.99871999999999,19956.1364747423,-9.99871999999999,2.8974051045903,-9.99871999999999,-15.764599015703
0.45,240.751284,-9.24871599999999,19747.8979931165,-9.24871599999999,2.53898227888561,-9.24871599999999,-16.2939530936566
0.45,241.501288,-8.49871200000002,19541.237004473,-8.49871200000002,4.78468383675121,-8.49871200000002,-17.2747077286188
0.45,242.251292,-7.74870799999999,19332.1646874801,-7.74870799999999,3.97652047558423,-7.74870799999999,-16.0946241109718
0.45,243.001296,-6.99870399999999,19123.6370794063,-6.99870399999999,3.19836484761698,-6.99870399999999,-16.1461867431804
0.45,243.7513,-6.2487,18919.3511267221,-6.2487,1.82789651150211,-6.2487,-15.6654699235501
0.45,244.501304,-5.498696,18713.929424674,-5.498696,1.61419846720134,-5.498696,-16.4735722346316
0.45,245.251308,-4.748692,18508.4838029925,-4.748692,1.62866781531195,-4.748692,-17.2264666698087
0.45,246.001312,-3.998688,18303.038181311,-3.998688,1.64313716342255,-3.998688,-17.9793611049857
0.45,246.751316,-3.248684,18097.5925596295,-3.248684,1.65760651153317,-3.248684,-18.7322555401627
0.45,247.50132,-2.49868,17900.9347707186,-2.49868,2.25311917818144,-2.49868,-18.9701409774434
0.45,248.251324,-1.74867599999998,17697.7857307025,-1.74867599999998,1.766853084836,-1.74867599999998,-17.7860073533355
0.45,249.001328,-0.998672000000006,17500.7865448934,-0.998672000000006,0.986521937554024,-0.998672000000006,-18.0241395414202
0.45,249.751332,-0.248668000000007,17303.960686358,-0.248668000000007,0.7061019949691,-0.248668000000007,-19.4406327142468
0.45,250.501336,0.501336000000019,17108.0101822599,0.501336000000019,0.0714468605507153,0.501336000000019,-20.1604946200953
0.45,251.25134,1.25133999999999,16912.0111046067,1.25133999999999,-0.501080824926733,1.25133999999999,-20.8551723655953
0.45,252.001344,2.00134400000002,16714.8168006386,2.00134400000002,0.905010118948555,2.00134400000002,-20.7220130423864
0.45,252.751348,2.75134799999999,16521.1637841749,2.75134799999999,1.86462166782204,2.75134799999999,-20.3585274721556
0.45,253.501352,3.50135200000001,16333.4702131305,3.50135200000001,1.95102185302996,3.50135200000001,-19.6559501918814
0.45,254.251356,4.25135600000004,16144.1608949332,4.25135600000004,1.68368593467201,4.25135600000004,-20.7076605104799
0.45,255.00136,5.00136000000001,15956.1914819366,5.00136000000001,1.97885028260998,5.00136000000001,-21.4290663357021
0.45,255.751364,5.75136399999998,15766.7222608126,5.75136399999998,3.31932232577403,5.75136399999998,-21.8526560512616
0.45,256.501368,6.50136800000001,15583.638565208,6.50136800000001,3.30996962072978,6.50136800000001,-22.5310847310564
0.45,257.251372,7.25137199999998,15398.8801626481,7.25137199999998,3.80473213370907,7.25137199999998,-20.4902894434094
0.45,258.001376,8.001376,15218.6953146153,8.001376,2.49559316348656,8.001376,-21.4414880429275
0.45,258.75138,8.75137999999997,15038.5104665824,8.75137999999997,1.18645419326405,8.75137999999997,-22.3926866424455
0.45,259.501384,9.50138399999995,14858.3256185496,9.50138399999995,-0.122684776958458,9.50138399999995,-23.3438852419636
0.45,260.251388,10.251388,14686.0628042699,10.251388,3.17378552279994,10.251388,-20.0161302668757
0.45,261.001392,11.001392,14510.2181237565,11.001392,2.93964533034175,11.001392,-21.7924930218264
0.45,261.751396,11.751396,14333.6848284172,11.751396,5.15804758513544,11.751396,-23.8191572827879
0.45,262.5014,12.5014,14159.1671274802,12.5014,-3.32707352674977,12.5014,-22.9356270847052
0.45,263.251404,13.251404,13993.2887931481,13.251404,-2.80042400495569,13.251404,-24.8526833416094
0.45,264.001408,14.001408,13827.4104588161,14.001408,-2.2737744831616,14.001408,-26.7697395985137
0.45,264.751412,14.751412,13661.5321244841,14.751412,-1.74712496136752,14.751412,-28.686795855418
0.45,265.501416,15.501416,13495.6537901521,15.501416,-1.22047543957343,15.501416,-30.6038521123223
0.45,266.25142,16.25142,13329.77545582,16.25142,-0.693825917779345,16.25142,-32.5209083692266
0.45,267.001424,17.001424,13164.1616206155,17.001424,4.30721311274089,17.001424,-25.4504155484191
0.45,267.751428,17.751428,13010.3073066548,17.751428,5.28370613351607,17.751428,-24.3806302329971
0.45,268.501432,18.501432,12854.5519784906,18.501432,3.93951674087929,18.501432,-27.4334631117331
0.45,269.251436,19.251436,12698.9232330961,19.251436,3.05763663241294,19.251436,-29.4665069448236
0.45,270.00144,20.00144,12545.27575239,20.00144,8.1979685559224,20.00144,-34.2973871040956
0.45,270.751444,20.751444,12399.4437826657,20.751444,2.2980260228735,20.751444,-32.2755629577786
0.45,271.501448,21.501448,12243.5558753444,21.501448,-0.0279809368608124,21.501448,-25.6723048949544
0.45,272.251452,22.251452,12096.7320867928,22.251452,-2.01945469826507,22.251452,-27.7601333366861
0.45,273.001456,23.001456,11947.6661331619,23.001456,-0.786763219650489,23.001456,-27.2489874048277
0.45,273.75146,23.75146,11798.600179531,23.75146,0.445928258964087,23.75146,-26.7378414729693
0.45,274.501464,24.501464,11647.3070953845,24.501464,2.20511214324247,24.501464,-27.4544940232883
0.45,275.251468,25.251468,11513.9582416545,25.251468,2.68182438439585,25.251468,-25.7602109665063
0.45,276.001472,26.001472,11380.6093879246,26.001472,3.15853662554924,26.001472,-24.0659279097242
0.45,276.751476,26.751476,11247.2605341946,26.751476,3.63524886670263,26.751476,-22.3716448529421
0.45,277.50148,27.50148,11113.9116804646,27.50148,4.11196110785602,27.50148,-20.67736179616
0.45,278.251484,28.251484,10980.5628267346,28.251484,4.58867334900941,28.251484,-18.983078739378
0.45,279.001488,29.001488,10847.2139730046,29.001488,5.06538559016281,29.001488,-17.2887956825959
0.45,279.751492,29.751492,10709.1524011919,29.751492,-5.49348156310358,29.751492,-28.7439967437844
0.45,280.501496,30.501496,10584.535071684,30.501496,15.2040760947732,30.501496,-21.0998673474134
0.45,281.2515,31.2515,10469.1171197541,31.2515,-9.67407056614794,31.2515,-28.3022700669232
0.45,282.001504,32.001504,10347.7303824986,32.001504,7.55447737276496,32.001504,-30.9809360967376
0.45,282.751508,32.751508,10225.8868687097,32.751508,6.43172205604986,32.751508,-28.4198250302953
0.45,283.501512,33.501512,10104.0433549207,33.501512,5.30896673933477,33.501512,-25.858713963853
0.45,284.251516,34.251516,9982.19984113176,34.251516,4.18621142261967,34.251516,-23.2976028974107
0.45,285.00152,35.00152,9860.35632734281,35.00152,3.06345610590458,35.00152,-20.7364918309684
0.45,285.751524,35.751524,9758.2489798096,35.751524,4.67835249803246,35.751524,-20.2449401790594
0.45,286.501528,36.501528,9651.95341903827,36.501528,5.43934425443138,36.501528,-17.5940213715919
0.45,287.251532,37.251532,9545.65785826692,37.251532,6.2003360108303,37.251532,-14.9431025641244
0.45,288.001536,38.001536,9435.71465415194,38.001536,1.30783158707666,38.001536,-18.1330257691243
0.45,288.75154,38.75154,9333.06839693471,38.75154,1.18754172216216,38.75154,-16.1594514661175
0.45,289.501544,39.501544,9230.4221397175,39.501544,1.06725185724767,39.501544,-14.1858771631107
0.45,290.251548,40.251548,9133.17544249023,40.251548,2.5110735355262,40.251548,-15.5755648899517
0.45,291.001552,41.001552,9037.52601995118,41.001552,4.68940404417679,41.001552,-14.4336530846669
0.45,291.751556,41.751556,8941.87659741214,41.751556,6.86773455282736,41.751556,-13.2917412793822
0.45,292.50156,42.50156,8852.70973654548,42.50156,6.09244534382679,42.50156,-10.7348004677429
0.45,293.251564,43.251564,8750.56659304337,43.251564,-12.9208112817257,43.251564,-6.55420723874553
0.45,294.001568,44.001568,8671.08849081809,44.001568,-7.66648242564296,44.001568,-6.807367428054
0.45,294.751572,44.751572,8591.6103885928,44.751572,-2.41215356956011,44.751572,-7.06052761736246
0.45,295.501576,45.501576,8512.1322863675,45.501576,2.84217528652273,45.501576,-7.31368780667092
0.45,296.25158,46.25158,8432.65418414222,46.25158,8.09650414260557,46.25158,-7.56684799597937
0.45,297.001584,47.001584,8361.52808804309,47.001584,1.28411849249681,47.001584,-7.95291421134773
0.45,297.751588,47.751588,8285.98111819223,47.751588,4.27103781552981,47.751588,-7.50560914655871
0.45,298.501592,48.501592,8213.62105099224,48.501592,7.90848471066511,48.501592,-10.1452279951155
0.45,299.251596,49.251596,8150.16575663884,49.251596,6.58568559816616,49.251596,-1.27649642702381
0.45,300.0016,50.0016,8091.41702146288,50.0016,9.24580951010441,50.0016,5.78095025403461
0.45,300.751604,50.751604,8026.99980403746,50.751604,5.26668067930845,50.751604,14.2421195226558
0.45,301.501608,51.501608,7967.88574872084,51.501608,6.58464640359862,51.501608,11.4903736624375
0.45,302.251612,52.251612,7914.38585331282,52.251612,8.69189556856632,52.251612,15.0286616301837
0.45,303.001616,53.001616,7860.88595790479,53.001616,10.799144733534,53.001616,18.5669495979299
0.45,303.75162,53.75162,7807.38606249677,53.75162,12.9063938985018,53.75162,22.1052375656761
0.45,304.501624,54.501624,7749.37104099735,54.501624,6.19753770294473,54.501624,19.8180609549817
0.45,305.251628,55.251628,7703.50142953666,55.251628,4.89597373057057,55.251628,21.5789336068504
0.45,306.001632,56.001632,7675.25741913551,56.001632,4.71501697239052,56.001632,23.3774599270798
0.45,306.751636,56.751636,7646.64503988129,56.751636,3.87654804155462,56.751636,24.7572722850784
0.45,307.50164,57.50164,7616.52514608846,57.50164,6.93861009771062,57.50164,28.4830065795241
0.45,308.251644,58.251644,7586.40525229563,58.251644,10.0006721538666,58.251644,32.2087408739697
0.45,309.001648,59.001648,7570.72062438174,59.001648,13.9270706148693,59.001648,24.2509616358834
0.45,309.751652,59.751652,7533.58057334877,59.751652,4.59306094751536,59.751652,37.6015164024258
0.45,310.501656,60.501656,7516.93605753494,60.501656,-2.08919148745114,60.501656,49.3154671613544
0.45,311.25166,61.25166,7507.37432757137,61.25166,1.5594858296742,61.25166,55.4817803825679
0.45,312.001664,62.001664,7496.52397998011,62.001664,4.69989379678009,62.001664,59.5917932269496
0.45,312.751668,62.751668,7482.25033990939,62.751668,6.31014014708805,62.751668,59.115981811406
0.45,313.501672,63.501672,7467.97669983867,63.501672,7.92038649739601,63.501672,58.6401703958625
0.45,314.251676,64.251676,7453.70305976796,64.251676,9.53063284770397,64.251676,58.1643589803189
0.45,315.00168,65.00168,7466.99796026088,65.00168,12.9451833968583,65.00168,59.7122633109683
0.45,315.751684,65.751684,7482.04326509466,65.751684,16.6059037348546,65.751684,61.3975131421579
0.45,316.501688,66.501688,7497.08856992844,66.501688,20.2666240728508,66.501688,63.0827629733475
0.45,317.251692,67.251692,7514.76476719267,67.251692,26.1499770299816,67.251692,62.3130277636222
0.45,318.001696,68.001696,7520.81644720887,68.001696,17.3178994852205,68.001696,67.8924408653815
0.45,318.7517,68.7517,7532.20563696326,68.7517,14.1269370793399,68.7517,71.9256624224259
0.45,319.501704,69.501704,7543.59482671764,69.501704,10.9359746734592,69.501704,75.9588839794702
0.45,320.251708,70.251708,7576.72374629574,70.251708,7.425401616096,70.251708,78.4730122622508
0.45,321.001712,71.001712,7612.58422037794,71.001712,4.343578650612,71.001712,79.4093251537864
0.45,321.751716,71.751716,7648.44469446015,71.751716,1.26175568512801,71.751716,80.3456380453219
0.45,322.50172,72.50172,7681.26337643467,72.50172,2.49468330599913,72.50172,87.9489902085725
0.45,323.251724,73.251724,7719.5843361891,73.251724,-1.09860238391606,73.251724,92.2979147469533
0.45,324.001728,74.001728,7750.9532628254,74.001728,6.08093313204269,74.001728,94.1513350577936
0.45,324.751732,74.751732,7784.48637225484,74.751732,9.18656993246423,74.751732,96.4662431881371
0.45,325.501736,75.501736,7831.17008895013,75.501736,10.9169331211104,75.501736,99.0879855880666
0.45,326.25174,76.25174,7882.83767302543,76.25174,12.1259712972876,76.25174,101.584823887267
0.45,327.001744,77.001744,7934.50525710074,77.001744,13.3350094734647,77.001744,104.081662186468
0.45,327.751748,77.751748,7986.17284117604,77.751748,14.5440476496419,77.751748,106.578500485669
0.45,328.501752,78.501752,8033.43565903696,78.501752,10.8976148514862,78.501752,105.813375399318
0.45,329.251756,79.251756,8081.28384007428,79.251756,10.1716328459901,79.251756,104.520282996286
0.45,330.00176,80.00176,8129.13202111161,80.00176,9.44565084049413,80.00176,103.227190593254
0.45,330.751764,80.751764,8188.10561022216,80.751764,10.9101118259232,80.751764,102.227487550249
0.45,331.501768,81.501768,8241.09911276435,81.501768,10.4187204717282,81.501768,101.276831362157
0.45,332.251772,82.251772,8292.90512563098,82.251772,12.3489071441877,82.251772,101.119298647389
0.45,333.001776,83.001776,8347.45352218202,83.001776,13.0606953828061,83.001776,98.401666218973
0.45,333.75178,83.75178,8402.00191873306,83.75178,13.7724836214245,83.75178,95.6840337905566
0.45,334.501784,84.501784,8456.5503152841,84.501784,14.4842718600429,84.501784,92.9664013621401
0.45,335.251788,85.251788,8497.35472008407,85.251788,14.5267273517954,85.251788,85.4841318834243
0.45,336.001792,86.001792,8547.9795796413,86.001792,12.126019408115,86.001792,85.4156155823573
0.45,336.751796,86.751796,8597.4768330987,86.751796,9.9047050231789,86.751796,81.6673955361879
0.45,337.5018,87.5018,8638.61036172199,87.5018,8.0825144023212,87.5018,78.6242144122057
0.45,338.251804,88.251804,8679.74389034528,88.251804,6.26032378146353,88.251804,75.5810332882236
0.45,339.001808,89.001808,8720.87741896858,89.001808,4.43813316060583,89.001808,72.5378521642414
0.45,339.751812,89.751812,8738.27368365898,89.751812,1.17744389380429,89.751812,54.5422691185782
0.45,340.501816,90.501816,8771.22327426,90.501816,6.13366084227511,90.501816,46.8297682933969
0.45,341.25182,91.25182,8832.67412892628,91.25182,17.1193433654293,91.25182,30.083982829309
0.45,342.001824,92.001824,8826.27528550168,92.001824,19.4618576990168,92.001824,24.9037338028079
0.45,342.751828,92.751828,8819.87644207707,92.751828,21.8043720326043,92.751828,19.7234847763069
0.45,343.501832,93.501832,8811.50216094143,93.501832,29.7448011280367,93.501832,10.2663447111998
0.45,344.251836,94.251836,8805.97352563966,94.251836,29.4486693283318,94.251836,7.89501924627361
0.45,345.00184,95.00184,8800.44489033789,95.00184,29.1525375286269,95.00184,5.52369378134738
0.45,345.751844,95.751844,8794.91625503611,95.751844,28.8564057289221,95.751844,3.15236831642115
0.45,346.501848,96.501848,8682.06289525717,96.501848,31.4320096728586,96.501848,-54.9717652450192
0.45,347.251852,97.251852,8762.96319766032,97.251852,0.447345764127057,97.251852,-94.8474912703837
0.45,348.001856,98.001856,8633.29375868081,98.001856,20.1714786278893,98.001856,-27.3170671149958
0.45,348.75186,98.75186,8588.46776786728,98.75186,12.7714208597471,98.75186,-108.662130416196
0.45,349.501864,99.501864,8498.39865294426,99.501864,19.0415777855583,99.501864,-118.227160508031
0.45,350.251868,100.251868,8408.32953802124,100.251868,25.3117347113695,100.251868,-127.792190599865
0.45,351.001872,101.001872,8318.26042309822,101.001872,31.5818916371807,101.001872,-137.357220691699
0.45,351.751876,101.751876,8228.1913081752,101.751876,37.8520485629919,101.751876,-146.922250783533
0.45,352.50188,102.50188,8138.12219325218,102.50188,44.1222054888031,102.50188,-156.487280875367
0.45,353.251884,103.251884,7968.44966466283,103.251884,5.95120316737068,103.251884,-184.583058922832
0.45,354.001888,104.001888,7808.39483862723,104.001888,2.61423347862657,104.001888,-191.001830836973
0.45,354.751892,104.751892,7648.34001259164,104.751892,-0.722736210117501,104.751892,-197.420602751113
0.45,355.501896,105.501896,7447.64979019166,105.501896,10.2033368173556,105.501896,-201.38221098542
0.45,356.2519,106.2519,7272.18810680131,106.2519,-3.71519780383498,106.2519,-217.507510181666
0.45,357.001904,107.001904,7092.94518493755,107.001904,-0.456681180184787,107.001904,-267.832641855606
0.45,357.751908,107.751908,6864.15290009269,107.751908,-22.9915279242995,107.751908,-270.012444046262
0.45,358.501912,108.501912,6619.65667979289,108.501912,-23.7533869470065,108.501912,-308.501673373983
0.45,359.251916,109.251916,6424.79219675807,109.251916,8.94148891125765,109.251916,-324.656206010875
0.45,360.00192,110.00192,6183.1910911413,110.00192,4.96836794454256,110.00192,-327.507825448899
0.45,360.751924,110.751924,5941.58998552454,110.751924,0.995246977827385,110.751924,-330.359444886924
0.45,361.501928,111.501928,5699.98887990778,111.501928,-2.97787398888768,111.501928,-333.211064324948
0.45,362.251932,112.251932,5458.38777429102,112.251932,-6.95099495560271,112.251932,-336.062683762973
0.45,363.001936,113.001936,5198.34164134616,113.001936,-4.86023974920991,113.001936,-338.68952069729
0.45,363.75194,113.75194,4932.04609104246,113.75194,-3.74749538962219,113.75194,-344.339331906953
0.45,364.501944,114.501944,4698.56480631668,114.501944,1.72407080280745,114.501944,-352.548718713335
0.45,365.251948,115.251948,4451.25686202887,115.251948,4.83308503986495,115.251948,-343.743686598462
0.45,366.001952,116.001952,4203.94891774107,116.001952,7.94209927692249,116.001952,-334.938654483589
0.45,366.751956,116.751956,3970.93548098596,116.751956,-27.8383976202175,116.751956,-320.856042705839
0.45,367.50196,117.50196,3748.34258144544,117.50196,-24.3097797424432,117.50196,-292.894664025954
0.45,368.251964,118.251964,3490.77390003264,118.251964,10.0619823992595,118.251964,-298.951830488032
0.45,369.001968,119.001968,3282.28905931227,119.001968,6.56812784901868,119.001968,-284.907714931908
0.45,369.751972,119.751972,3073.8042185919,119.751972,3.07427329877794,119.751972,-270.863599375784
0.45,370.501976,120.501976,2865.31937787153,120.501976,-0.419581251462802,120.501976,-256.81948381966
0.45,371.25198,121.25198,2656.83453715117,121.25198,-3.91343580170356,121.25198,-242.775368263536
0.45,372.001984,122.001984,2498.59503913318,122.001984,-3.34835981035275,122.001984,-231.862986035619
0.45,372.751988,122.751988,2339.74867467995,122.751988,-5.46696603109717,122.751988,-220.787248801607
0.45,373.501992,123.501992,2180.90231022673,123.501992,-7.58557225184153,123.501992,-209.711511567595
0.45,374.251996,124.251996,2018.77038738721,124.251996,-4.50650526572711,124.251996,-193.462806207602
0.45,375.002,125.002,1895.94342658514,125.002,-3.34235069351332,125.002,-176.79402082647
0.45,375.752004,125.752004,1773.11646578307,125.752004,-2.17819612129954,125.752004,-160.125235445337
0.45,376.502008,126.502008,1650.289504981,126.502008,-1.01404154908574,126.502008,-143.456450064205
0.45,377.252012,127.252012,1520.54210799135,127.252012,16.9494853477691,127.252012,-154.590901115917
0.45,378.002016,128.002016,1426.76240760005,128.002016,12.7905956463535,128.002016,-146.286985004615
0.45,378.75202,128.75202,1332.98270720875,128.75202,8.63170594493801,128.75202,-137.983068893312
0.45,379.502024,129.502024,1239.20300681745,129.502024,4.47281624352248,129.502024,-129.67915278201
0.45,380.252028,130.252028,1146.66505312435,130.252028,0.100421261375962,130.252028,-121.593352940707
0.45,381.002032,131.002032,1059.08346313416,131.002032,-1.69127380124481,131.002032,-107.709577472514
0.45,381.752036,131.752036,971.501873143976,131.752036,-3.4829688638656,131.752036,-93.8258020043219
0.45,382.50204,132.50204,907.902046416967,132.50204,-5.93713809243535,132.50204,-82.4525309824381
0.45,383.252044,133.252044,860.500459658824,133.252044,-8.83391621334717,133.252044,-72.776054679663
0.45,384.002048,134.002048,813.098872900681,134.002048,-11.730694334259,134.002048,-63.0995783768879
0.45,384.752052,134.752052,756.098532150658,134.752052,-15.3013383038246,134.752052,-61.0418394542602
0.45,385.502056,135.502056,709.555992533894,135.502056,-11.344149157162,135.502056,-57.4550167895701
0.45,386.25206,136.25206,663.01345291713,136.25206,-7.38696001049932,136.25206,-53.86819412488
0.45,387.002064,137.002064,616.470913300366,137.002064,-3.42977086383665,137.002064,-50.2813714601898
0.45,387.752068,137.752068,569.928373683602,137.752068,0.527418282826005,137.752068,-46.6945487954997
0.45,388.502072,138.502072,541.166408241982,138.502072,2.80662625079882,138.502072,-47.3694560176004
0.45,389.252076,139.252076,515.504269524044,139.252076,6.58397796673797,139.252076,-45.2302557561292
0.45,390.00208,140.00208,484.62241327076,140.00208,3.01197139880821,140.00208,-37.6274649849733
0.45,390.752084,140.752084,460.765698964686,140.752084,5.10055381706408,140.752084,-31.3443572477139
0.45,391.502088,141.502088,425.922957001153,141.502088,-2.91959491575353,141.502088,-36.1565626291189
0.45,392.252092,142.252092,404.174825184166,142.252092,-2.13227116532834,142.252092,-32.9720678925929
0.45,393.002096,143.002096,382.843434341573,143.002096,-1.05549286683269,143.002096,-28.4895373614871
0.45,393.7521,143.7521,357.114673934833,143.7521,-0.568659366152705,143.7521,-29.4580867930659
0.45,394.502104,144.502104,343.101671148753,144.502104,-1.5365378401065,144.502104,-22.3301596450916
0.45,395.252108,145.252108,325.138154104398,145.252108,-1.8039073524919,145.252108,-22.0205819135149
0.45,396.002112,146.002112,307.663001193538,146.002112,0.123663896593758,146.002112,-20.8776271593797
0.45,396.752116,146.752116,294.961166094455,146.752116,1.08770253313354,146.752116,-20.8005738833629
0.45,397.50212,147.50212,279.324886579563,147.50212,-0.446750044942476,147.50212,-17.9317982142828
0.45,398.252124,148.252124,266.569737165551,148.252124,-0.570514128601512,148.252124,-16.9041448102387
0.45,399.002128,149.002128,253.814587751539,149.002128,-0.694278212260548,149.002128,-15.8764914061946
0.45,399.752132,149.752132,241.059438337527,149.752132,-0.818042295919589,149.752132,-14.8488380021504
0.45,400.502136,150.502136,231.973114185512,150.502136,0.652544802865116,150.502136,-13.5308478947723
0.45,401.25214,151.25214,219.691377496859,151.25214,0.31892032175811,151.25214,-11.6190129096379
0.45,402.002144,152.002144,211.824299234383,152.002144,0.483411974249559,152.002144,-11.1372495830885
0.45,402.752148,152.752148,203.957220971908,152.752148,0.647903626741009,152.752148,-10.6554862565391
0.45,403.502152,153.502152,196.090142709432,153.502152,0.812395279232458,153.502152,-10.1737229299897
0.45,404.252156,154.252156,188.223064446957,154.252156,0.97688693172391,154.252156,-9.69195960344025
0.45,405.00216,155.00216,180.355986184481,155.00216,1.14137858421536,155.00216,-9.21019627689083
